id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
28796,24,Black,2,White,Police Officer,2
28796,24,,7,White,Police Officer,7
28805,24,,2,White,Police Officer,2
28805,24,Black,11,White,Police Officer,11
28805,24,Hispanic,4,White,Police Officer,4
28805,24,White,4,White,Police Officer,4
28805,24,,190,White,Police Officer,190
28812,24,,34,White,Police Officer,34
28814,24,,34,White,Police Officer,34
28847,24,Black,3,Hispanic,Police Officer,3
28847,24,Hispanic,1,Hispanic,Police Officer,1
28847,24,White,2,Hispanic,Police Officer,2
28847,24,,32,Hispanic,Police Officer,32
28874,24,,128,White,Police Officer,128
28888,24,Black,2,White,Police Officer,2
28888,24,,2,White,Police Officer,2
28890,24,,35,White,Police Officer,35
28906,24,,2,Black,Police Officer,2
29026,24,Black,1,White,Police Officer,1
29032,24,,11,White,Detective,11
29073,24,,56,White,Police Officer,56
29101,24,Black,2,Black,Police Officer,2
29101,24,,10,Black,Police Officer,10
29119,24,,6,White,Detective,6
29189,24,,10,White,Detective,10
29353,24,White,1,White,Police Officer,1
29353,24,,3,White,Police Officer,3
29355,24,,37,White,Police Officer,38
29356,24,,36,Hispanic,Police Officer,36
29371,24,,27,Hispanic,Police Officer,27
29388,24,Black,5,Hispanic,Detective,5
29388,24,Hispanic,1,Hispanic,Detective,1
29388,24,,22,Hispanic,Detective,22
29514,24,,30,White,Police Officer,30
29552,24,,12,White,Police Officer,12
29638,24,,6,Black,Police Officer,6
29665,24,,12,White,Detective,12
29678,24,,37,White,Police Officer,37
29685,24,,80,White,Police Officer,80
29687,24,,65,Native American/Alaskan Native,Detective,65
29729,24,,76,White,Lieutenant,76
29747,24,,6,White,Detective,6
29804,24,,29,White,Detective,29
29807,24,,3,Black,Police Officer,3
29817,24,,59,Black,Police Officer,59
29833,24,,103,Black,Sergeant,103
30001,24,,2,Black,Sergeant,2
30016,24,,45,White,Sergeant,45
30026,24,,6,Black,Police Officer,6
30040,24,,3,Black,Police Officer,3
30077,24,,10,Black,Police Officer,10
30078,24,,6,Black,Police Officer,6
30158,24,,9,Black,Police Officer,9
30206,24,,26,Black,Police Officer,26
30260,24,,7,White,Police Officer,7
30268,24,,110,Hispanic,Detective,110
30282,24,,46,Black,Police Officer,46
30287,24,,46,Black,Detective,46
30294,24,Black,2,Black,Police Officer,2
30294,24,,18,Black,Police Officer,18
30302,24,,56,White,Lieutenant,56
30319,24,,10,White,Detective,10
30322,24,,92,White,Detective,92
30384,24,,2,White,Police Officer,2
30393,24,,4,Black,Sergeant,4
30429,24,,8,White,Police Officer,8
30448,24,,5,Black,Police Officer,5
30493,24,,13,Black,Police Officer,13
30498,24,,42,White,Sergeant,42
30530,24,Black,2,Black,Police Officer,2
30530,24,White,2,Black,Police Officer,2
30530,24,,8,Black,Police Officer,8
30612,24,Black,2,Black,Police Officer,2
30612,24,Hispanic,2,Black,Police Officer,2
30612,24,,9,Black,Police Officer,9
30707,24,,32,Black,Police Officer,32
30746,24,,24,White,Police Officer,24
30756,24,,58,Black,Police Officer,58
30831,24,,33,Black,Sergeant,33
30842,24,,49,Black,Police Officer,49
30872,24,,6,Black,Police Officer,6
30908,24,,14,Black,Police Officer,14
30989,24,,41,White,Police Officer,41
31011,24,,4,Black,Police Officer,4
31022,24,,12,White,Detective,12
31071,24,Black,2,White,Detective,2
31071,24,White,2,White,Detective,2
31071,24,,7,White,Detective,7
31095,24,Black,1,White,Police Officer,1
31095,24,,2,White,Police Officer,2
31119,24,,192,White,Police Officer,192
31140,24,Black,4,White,Police Officer,4
31140,24,,2,White,Police Officer,2
31190,24,,19,Black,Police Officer,19
31196,24,,80,Black,Police Officer,80
31199,24,,53,Black,Sergeant,54
31239,24,,12,Black,Police Officer,12
31293,24,Black,2,White,Police Officer,2
31293,24,Hispanic,2,White,Police Officer,2
31293,24,,25,White,Police Officer,25
31300,24,,30,Black,Police Officer,30
31333,24,,17,White,Police Officer,17
31423,24,,40,White,Sergeant,40
31431,24,Black,4,White,Police Officer,4
31431,24,Hispanic,2,White,Police Officer,2
31431,24,,7,White,Police Officer,7
31446,24,,5,Black,Police Officer,5
31471,24,,25,White,Detective,25
31525,24,,14,White,Police Officer,14
31550,24,,6,Hispanic,Police Officer,6
31558,24,,26,Hispanic,Police Officer,26
31612,24,Black,2,White,Police Officer,2
31612,24,,67,White,Police Officer,67
31630,24,,7,White,Police Officer,7
31637,24,,17,White,Lieutenant,17
31655,24,,2,White,Detective,2
31655,24,Black,2,White,Detective,2
31655,24,White,2,White,Detective,2
31655,24,,4,White,Detective,4
31818,24,,74,Black,Police Officer,74
31830,24,,12,Black,Police Officer,12
31831,24,,84,Black,Sergeant,85
31835,24,,50,White,Police Officer,50
31837,24,,107,Hispanic,Police Officer,107
31841,24,,76,Hispanic,Police Officer,76
31864,24,Hispanic,2,Hispanic,Police Officer,2
31864,24,,61,Hispanic,Police Officer,61
31891,24,,15,Hispanic,Police Officer,15
31899,24,,127,White,Sergeant,127
31900,24,,64,White,Police Officer,64
31902,24,,83,Hispanic,Police Officer,83
31908,24,,49,White,Police Officer,49
31910,24,,130,Hispanic,Police Officer,130
31917,24,,19,White,Police Officer,19
31923,24,,30,Black,Sergeant,30
31925,24,,41,Black,Sergeant,41
31928,24,,47,White,Sergeant,47
31934,24,,54,Black,Police Officer,54
31950,24,,57,White,Police Officer,57
31965,24,,15,White,Sergeant,15
31985,24,,9,Hispanic,Police Officer,9
31987,24,,26,Hispanic,Police Officer,26
32002,24,,34,Black,Police Officer,34
32007,24,,60,Black,Police Officer,60
32018,24,,50,Asian/Pacific,Police Officer,50
32028,24,,12,Black,Police Officer,12
32032,24,,88,Black,Sergeant,88
32040,24,,12,White,,12
32060,24,,7,Black,Police Officer,8
32092,24,,26,White,Police Officer,26
32124,24,,35,White,Police Officer,35
32142,24,,92,Hispanic,Sergeant,92
32146,24,,17,White,Police Officer,17
32152,24,,24,White,Sergeant,24
32153,24,,27,Hispanic,Police Officer,27
32184,24,,16,White,Police Officer,16
32221,24,,60,Hispanic,Police Officer,60
32227,24,,45,White,Police Officer,45
32237,24,,94,Hispanic,Police Officer,94
32248,24,,22,White,Sergeant,22
32268,24,,69,White,Police Officer,69
32294,24,,80,Hispanic,Police Officer,80
32308,24,,3,Hispanic,,3
32323,24,,36,Black,Police Officer,36
32352,24,,70,White,Sergeant,70
32358,24,,45,White,Detective,45
32410,24,,54,Black,Police Officer,54
32420,24,,98,White,Police Officer,98
32438,24,,11,White,Police Officer,11
33048,24,,15,Unknown,,15
67,23,,34,White,Police Officer,34
117,23,Black,4,Black,Police Officer,4
117,23,White,2,Black,Police Officer,2
117,23,,27,Black,Police Officer,27
145,23,,3,White,Police Officer,3
213,23,,15,White,Police Officer,15
229,23,,28,Hispanic,Police Officer,28
325,23,,13,Black,Police Officer,13
337,23,,15,White,Police Officer,15
354,23,,7,Black,Police Officer,7
361,23,,38,White,Detective,38
592,23,,26,White,Police Officer,26
594,23,,3,White,Detective,3
625,23,,10,White,Police Officer,10
704,23,,4,White,Police Officer,4
780,23,,24,Hispanic,Sergeant,24
849,23,,46,Black,Police Officer,46
854,23,,54,White,Police Officer,54
864,23,,20,Hispanic,Police Officer,20
868,23,,4,Black,Police Officer,4
872,23,,17,Hispanic,Police Officer,17
890,23,,57,White,Sergeant,57
902,23,,39,Black,Police Officer,39
949,23,,4,Black,Police Officer,4
959,23,,8,White,Lieutenant,8
1005,23,Black,4,White,Detective,4
1005,23,,29,White,Detective,29
1039,23,,49,White,Police Officer,49
1133,23,Hispanic,2,Black,Police Officer,2
1133,23,White,2,Black,Police Officer,2
1133,23,,8,Black,Police Officer,8
1145,23,,2,White,Police Officer,2
1145,23,,12,White,Police Officer,12
1160,23,,18,White,Police Officer,18
1162,23,,2,White,Police Officer,2
1222,23,,33,Hispanic,Police Officer,33
1240,23,Black,4,Black,Police Officer,4
1240,23,,44,Black,Police Officer,44
1411,23,,17,White,Police Officer,17
1426,23,,5,Black,Detective,5
1442,23,,24,Hispanic,Detective,24
1513,23,Black,4,Black,Police Officer,4
1513,23,,12,Black,Police Officer,12
1516,23,,13,Black,Police Officer,13
1559,23,,26,Hispanic,Police Officer,26
1572,23,,38,White,Police Officer,38
1610,23,,32,White,Police Officer,32
1619,23,,24,White,Lieutenant,24
1620,23,,6,White,Detective,6
1634,23,,26,White,Detective,26
1677,23,,46,White,Detective,46
1754,23,,29,Hispanic,Sergeant,29
1764,23,,2,White,Captain,2
1773,23,,18,White,Police Officer,18
1775,23,,6,White,Police Officer,6
1792,23,,4,White,Police Officer,5
1813,23,,50,White,Police Officer,50
1818,23,,2,White,Police Officer,2
1843,23,,20,White,Police Officer,21
1927,23,,43,Hispanic,Sergeant,43
1972,23,,12,White,Police Officer,12
2008,23,Black,7,White,Police Officer,7
2008,23,,46,White,Police Officer,46
2046,23,Black,2,White,Police Officer,2
2046,23,,37,White,Police Officer,37
2058,23,,2,White,Police Officer,2
2067,23,,2,White,Detective,2
2090,23,,20,White,Detective,20
2101,23,,32,Black,Police Officer,32
2166,23,,11,White,Sergeant,11
2240,23,White,3,Black,Police Officer,3
2240,23,,44,Black,Police Officer,44
2264,23,,46,Black,Police Officer,46
2276,23,,2,White,Police Officer,2
2295,23,,24,White,Police Officer,24
2337,23,,7,Black,Police Officer,7
2352,23,,29,Black,Police Officer,29
2394,23,,2,Black,Sergeant,2
2394,23,Asian/Pacific Islander,2,Black,Sergeant,2
2394,23,Black,2,Black,Sergeant,2
2394,23,,82,Black,Sergeant,82
2400,23,,118,White,Police Officer,118
2424,23,,77,White,Police Officer,77
2446,23,,3,White,Sergeant,3
2447,23,,8,White,Police Officer,8
2482,23,,11,Black,Police Officer,11
2496,23,Black,4,Black,Detective,4
2496,23,,33,Black,Detective,33
2634,23,,5,Black,Police Officer,5
2683,23,Black,3,White,Police Officer,3
2683,23,,2,White,Police Officer,2
2735,23,,19,Black,Police Officer,19
2788,23,,27,White,Police Officer,27
2806,23,,8,Black,Police Officer,8
2822,23,Black,1,Black,Police Officer,1
2822,23,White,2,Black,Police Officer,2
2822,23,,27,Black,Police Officer,27
2857,23,,7,White,Detective,7
2944,23,Black,3,Black,Police Officer,3
2944,23,White,1,Black,Police Officer,1
2944,23,,22,Black,Police Officer,22
2956,23,Black,4,Black,Police Officer,4
2956,23,Hispanic,4,Black,Police Officer,4
2956,23,White,4,Black,Police Officer,4
2956,23,,50,Black,Police Officer,50
2978,23,Black,2,Black,Police Officer,2
2978,23,,25,Black,Police Officer,25
2997,23,,14,Black,Police Officer,14
2998,23,,14,Black,Police Officer,14
3036,23,,11,Black,Sergeant,11
3052,23,,54,Black,Sergeant,54
3062,23,,16,Black,Police Officer,16
3112,23,,12,White,Sergeant,12
3137,23,,2,Black,Police Officer,2
3137,23,Black,2,Black,Police Officer,2
3137,23,White,2,Black,Police Officer,2
3137,23,,30,Black,Police Officer,30
3145,23,,31,Black,Police Officer,31
3157,23,,22,White,Police Officer,22
3220,23,Black,5,Black,Police Officer,5
3220,23,,42,Black,Police Officer,42
3234,23,,6,White,Police Officer,6
3243,23,,36,Hispanic,Police Officer,36
3264,23,,3,White,Police Officer,3
3278,23,,8,Black,Police Officer,8
3311,23,Black,4,White,,4
3311,23,White,2,White,,2
3311,23,,5,White,,5
3322,23,Black,2,Hispanic,Police Officer,2
3322,23,,26,Hispanic,Police Officer,26
3361,23,,48,White,Sergeant,48
3370,23,,5,White,Police Officer,5
3395,23,,30,Black,Police Officer,30
3459,23,,1,White,Detective,1
3463,23,,55,White,Sergeant,55
3523,23,,9,White,Detective,9
3524,23,,7,White,Police Officer,7
3656,23,,6,Black,Police Officer,6
3667,23,,30,Black,Police Officer,30
3672,23,,5,White,Police Officer,5
3742,23,,19,White,Police Officer,19
3780,23,,35,Hispanic,Detective,35
3788,23,,6,White,Police Officer,6
3812,23,,10,Black,Police Officer,10
3930,23,Black,8,White,Police Officer,8
3930,23,,18,White,Police Officer,18
4027,23,,15,White,Police Officer,15
4069,23,,10,Black,Police Officer,10
4070,23,,5,White,Police Officer,5
4075,23,,47,Black,Police Officer,47
4142,23,,5,White,Police Officer,5
4172,23,,16,Hispanic,Detective,16
4220,23,Black,8,Hispanic,Police Officer,8
4220,23,,51,Hispanic,Police Officer,51
4226,23,,45,Hispanic,Police Officer,45
4263,23,,56,White,Police Officer,56
4373,23,,2,White,Detective,2
4408,23,,43,White,Police Officer,43
4411,23,,19,White,Police Officer,19
4427,23,,2,Black,Detective,2
4427,23,Black,6,Black,Detective,6
4427,23,,36,Black,Detective,36
4488,23,Black,2,Black,Police Officer,2
4488,23,Hispanic,3,Black,Police Officer,3
4488,23,,35,Black,Police Officer,35
4548,23,,41,White,Police Officer,41
4574,23,,3,White,Police Officer,3
4588,23,,29,White,Sergeant,29
4592,23,,11,Black,Sergeant,11
4620,23,,16,Asian/Pacific,Commander,16
4633,23,Black,2,White,Police Officer,2
4633,23,,10,White,Police Officer,10
4789,23,,49,Hispanic,Police Officer,49
4826,23,Black,2,Black,Police Officer,2
4826,23,,2,Black,Police Officer,2
4834,23,,7,Black,Sergeant,7
4850,23,Hispanic,1,Black,Police Officer,1
4850,23,,26,Black,Police Officer,26
4863,23,,8,White,Police Officer,8
4864,23,,20,White,Lieutenant,20
4879,23,,13,Black,Detective,13
4901,23,,22,Asian/Pacific,Police Officer,22
4935,23,,10,White,Police Officer,10
4966,23,,19,Black,Police Officer,19
4987,23,,73,Black,Police Officer,73
4994,23,,14,Black,Police Officer,14
4998,23,,27,Hispanic,Police Officer,27
5023,23,Hispanic,3,Black,Police Officer,3
5023,23,,13,Black,Police Officer,13
5069,23,Black,4,Black,Sergeant,4
5069,23,Hispanic,2,Black,Sergeant,2
5069,23,,51,Black,Sergeant,51
5091,23,Black,1,Hispanic,Police Officer,1
5091,23,,31,Hispanic,Police Officer,31
5162,23,,39,White,Police Officer,39
5196,23,Black,4,White,Police Officer,4
5196,23,White,2,White,Police Officer,2
5196,23,,1,White,Police Officer,1
5218,23,,2,White,Police Officer,2
5252,23,,26,Native American/Alaskan Native,Police Officer,26
5311,23,,6,White,Sergeant,6
5329,23,,14,Black,Police Officer,14
5388,23,,35,White,Sergeant,35
5428,23,,6,White,Police Officer,6
5456,23,,56,White,Field Training Officer,57
5531,23,,94,White,Police Officer,94
5638,23,,23,Black,Police Officer,23
5671,23,Black,2,Black,Police Officer,2
5671,23,,13,Black,Police Officer,13
5703,23,,8,White,Police Officer,8
5743,23,,25,White,Police Officer,25
5763,23,,76,Black,Sergeant,76
5777,23,,32,White,Police Officer,32
5819,23,,4,Hispanic,Police Officer,4
5863,23,,2,White,Police Officer,2
6019,23,,6,White,Lieutenant,6
6052,23,,14,White,Detective,14
6060,23,,9,White,Police Officer,9
6137,23,,9,White,Police Officer,9
6183,23,Black,3,White,Police Officer,3
6183,23,,24,White,Police Officer,24
6217,23,,11,White,Police Officer,11
6227,23,,18,Black,Police Officer,18
6256,23,,16,Hispanic,Detective,16
6283,23,,9,Black,Detective,9
6308,23,,7,Black,Police Officer,7
6309,23,,24,Black,Police Officer,24
6335,23,,15,Black,Police Officer,15
6372,23,,19,Black,Police Officer,19
6429,23,,22,White,Detective,22
6563,23,,3,White,Police Officer,3
6563,23,Black,5,White,Police Officer,5
6563,23,Hispanic,2,White,Police Officer,2
6563,23,White,1,White,Police Officer,1
6563,23,,85,White,Police Officer,85
6665,23,,11,Hispanic,Sergeant,11
6710,23,,16,White,Police Officer,16
6743,23,,58,Black,Police Officer,58
6747,23,Asian/Pacific Islander,1,Black,Police Officer,1
6747,23,Black,3,Black,Police Officer,3
6747,23,Hispanic,4,Black,Police Officer,4
6747,23,,73,Black,Police Officer,73
6755,23,,5,Black,Police Officer,5
6883,23,Black,2,White,Police Officer,2
6899,23,,7,White,Sergeant,7
6933,23,,47,Asian/Pacific,Police Officer,47
7046,23,,23,White,Police Officer,23
7052,23,Black,2,White,Sergeant,2
7052,23,,4,White,Sergeant,4
7082,23,,13,White,Police Officer,13
7106,23,,26,Hispanic,Police Officer,26
7122,23,,22,White,Police Officer,22
7135,23,,25,White,Sergeant,25
7179,23,Black,1,White,Sergeant,1
7189,23,,5,White,Detective,5
7190,23,Black,4,White,Sergeant,4
7190,23,,21,White,Sergeant,21
7205,23,,46,White,Police Officer,46
7229,23,,30,Black,Commander,31
7246,23,Black,3,White,Police Officer,3
7246,23,White,2,White,Police Officer,2
7246,23,,11,White,Police Officer,11
7247,23,,12,Black,Police Officer,12
7263,23,,4,Black,Captain,4
7264,23,,37,White,Detective,37
7265,23,,62,White,Detective,62
7267,23,White,1,White,Police Officer,1
7267,23,,8,White,Police Officer,8
7340,23,Black,2,Black,Police Officer,2
7340,23,,2,Black,Police Officer,2
7390,23,,44,Black,Police Officer,44
7411,23,,16,White,Police Officer,16
7493,23,,14,White,Police Officer,14
7652,23,,34,White,Police Officer,34
7683,23,,12,White,Police Officer,12
7803,23,,14,White,Police Officer,14
7859,23,,4,Hispanic,Police Officer,4
7862,23,,45,Hispanic,Sergeant,45
7896,23,,26,Black,Police Officer,26
7915,23,,22,Black,Police Officer,22
7972,23,,48,Hispanic,Sergeant,48
8055,23,,9,Hispanic,Police Officer,9
8062,23,Black,1,Hispanic,Police Officer,1
8062,23,White,6,Hispanic,Police Officer,6
8062,23,,80,Hispanic,Police Officer,80
8286,23,,13,White,Police Officer,13
8311,23,,37,White,Police Officer,37
8315,23,,26,White,Police Officer,26
8338,23,Black,6,Black,Police Officer,6
8338,23,,15,Black,Police Officer,15
8350,23,,16,Black,Police Officer,16
8402,23,Black,2,Black,Police Officer,2
8402,23,Hispanic,2,Black,Police Officer,2
8402,23,,7,Black,Police Officer,7
8407,23,,16,Hispanic,Police Officer,16
8468,23,White,1,Black,Police Officer,1
8468,23,,7,Black,Police Officer,7
8476,23,Black,2,Black,Police Officer,2
8476,23,,41,Black,Police Officer,41
8478,23,,27,White,Police Officer,27
8514,23,,20,White,Police Officer,20
8544,23,,18,White,Police Officer,18
8555,23,,15,White,Police Officer,15
8693,23,Black,1,White,Detective,1
8693,23,,18,White,Detective,18
8725,23,,4,White,Police Officer,4
8747,23,,12,White,Police Officer,12
8762,23,,49,White,Police Officer,49
8801,23,,9,Hispanic,Sergeant,9
8972,23,,51,White,Police Officer,51
9000,23,,36,Black,Police Officer,36
9001,23,,57,Black,Police Officer,57
9006,23,Black,1,Black,Police Officer,1
9006,23,,26,Black,Police Officer,26
9089,23,,64,White,Police Officer,64
9103,23,,11,White,Police Officer,11
9133,23,,12,Black,Police Officer,12
9156,23,Black,2,Black,Police Officer,2
9156,23,White,2,Black,Police Officer,2
9156,23,,2,Black,Police Officer,2
9211,23,,6,White,Police Officer,6
9275,23,,17,White,Police Officer,17
9323,23,,19,White,Police Officer,19
9325,23,,1,White,Police Officer,1
9360,23,Black,1,White,Police Officer,1
9360,23,,3,White,Police Officer,3
9381,23,,24,White,Detective,24
9437,23,,20,White,Detective,20
9487,23,,25,White,Sergeant,25
9522,23,,34,Hispanic,Detective,34
9564,23,,2,Hispanic,Police Officer,2
9564,23,,17,Hispanic,Police Officer,17
9583,23,,84,Hispanic,Police Officer,84
9604,23,,21,Hispanic,Police Officer,21
9633,23,,41,Black,Detective,41
9708,23,,6,White,Police Officer,6
9750,23,,21,White,Sergeant,21
9805,23,,14,Black,Police Officer,14
9825,23,,16,White,Police Officer,16
9881,23,Black,2,White,Police Officer,2
9881,23,,8,White,Police Officer,8
9951,23,,22,White,Police Officer,22
10030,23,,6,Hispanic,Detective,6
10070,23,,18,White,Detective,18
10124,23,,2,White,Police Officer,2
10140,23,Black,1,White,Lieutenant,1
10140,23,,5,White,Lieutenant,5
10203,23,,43,White,Police Officer,43
10250,23,,21,Hispanic,Police Officer,21
10354,23,,10,Hispanic,Field Training Officer,10
10415,23,Black,2,Black,Police Officer,2
10415,23,,1,Black,Police Officer,1
10435,23,,49,White,Detective,49
10436,23,,65,White,Detective,65
10503,23,Black,1,Black,Detective,1
10503,23,,27,Black,Detective,27
10651,23,Black,2,White,Police Officer,2
10651,23,,29,White,Police Officer,29
10686,23,,9,White,Police Officer,9
10732,23,Black,2,White,Detective,2
10732,23,,1,White,Detective,1
10764,23,,5,White,Police Officer,5
10811,23,,18,Black,Police Officer,18
10820,23,,31,Black,Police Officer,31
10835,23,,35,Black,Police Officer,35
10853,23,Black,2,White,Police Officer,2
10853,23,,8,White,Police Officer,8
11029,23,,13,Black,Detective,13
11056,23,,23,Hispanic,Police Officer,23
11080,23,Black,2,Hispanic,Detective,2
11080,23,,2,Hispanic,Detective,2
11138,23,,11,White,Police Officer,11
11178,23,,39,White,Sergeant,39
11184,23,,28,Black,Police Officer,28
11186,23,,74,White,Police Officer,75
11193,23,,11,Black,Detective,11
11196,23,,15,White,Police Officer,15
11214,23,,25,Black,Police Officer,25
11255,23,Black,1,White,Sergeant,1
11255,23,,8,White,Sergeant,8
11272,23,,21,Black,Police Officer,21
11327,23,,4,White,Detective,4
11361,23,,23,White,Police Officer,23
11386,23,,2,Black,Sergeant,2
11386,23,Black,5,Black,Sergeant,5
11386,23,,14,Black,Sergeant,14
11391,23,,4,White,Police Officer,4
11430,23,,10,White,Detective,10
11491,23,Black,3,Black,Police Officer,3
11491,23,,5,Black,Police Officer,5
11509,23,,36,Black,Captain,36
11516,23,,27,Black,Police Officer,27
11537,23,Black,2,Black,Police Officer,2
11537,23,,68,Black,Police Officer,68
11594,23,Asian/Pacific Islander,2,White,Police Officer,2
11594,23,Black,2,White,Police Officer,2
11594,23,White,3,White,Police Officer,3
11594,23,,47,White,Police Officer,47
11616,23,,30,White,Detective,30
11705,23,,6,White,Detective,6
11761,23,White,1,Black,Police Officer,1
11776,23,Black,2,Black,Police Officer,2
11776,23,,13,Black,Police Officer,13
11821,23,Hispanic,2,Black,Sergeant,2
11832,23,,4,White,Police Officer,4
11845,23,,35,White,Detective,35
11873,23,,17,White,Sergeant,17
11875,23,,28,White,Lieutenant,28
11885,23,,2,White,Police Officer,2
11885,23,Black,8,White,Police Officer,8
11885,23,,29,White,Police Officer,29
11914,23,,14,Black,Police Officer,14
11931,23,,20,White,Detective,20
11945,23,,7,White,Detective,7
11968,23,,68,Black,Police Officer,68
11978,23,,10,White,Police Officer,10
12040,23,,34,Hispanic,Sergeant,34
12129,23,,4,White,Police Officer,4
12139,23,Black,4,White,Police Officer,4
12139,23,,28,White,Police Officer,28
12184,23,Black,2,Hispanic,Police Officer,2
12184,23,,29,Hispanic,Police Officer,29
12198,23,,8,White,Police Officer,8
12272,23,,13,Black,Detective,13
12313,23,,100,Black,Police Officer,100
12333,23,,28,White,Field Training Officer,28
12334,23,,7,Black,Detective,7
12386,23,,1,White,Detective,1
12394,23,,21,White,Sergeant,21
12441,23,Black,4,Black,Police Officer,4
12441,23,,18,Black,Police Officer,18
12474,23,,15,White,Police Officer,15
12565,23,,9,Black,Sergeant,9
12566,23,,32,Black,Police Officer,32
12582,23,,47,White,Police Officer,47
12609,23,,16,White,Police Officer,16
12692,23,Black,4,White,Lieutenant,4
12692,23,White,3,White,Lieutenant,3
12692,23,,26,White,Lieutenant,26
12730,23,,30,Black,Police Officer,30
12752,23,,21,Black,Sergeant,21
12838,23,,5,Black,Police Officer,5
12859,23,,4,Black,Police Officer,4
12954,23,,17,Hispanic,Police Officer,17
13049,23,,55,White,Detective,55
13102,23,,22,Black,Police Officer,22
13273,23,,74,White,Lieutenant,74
13319,23,,9,White,Police Officer,9
13330,23,,63,White,Detective,63
13376,23,,21,Black,Police Officer,21
13453,23,,16,White,Police Officer,16
13472,23,,41,White,Detective,41
13474,23,,14,Black,Police Officer,14
13533,23,,6,White,Police Officer,6
13536,23,Black,2,White,Police Officer,2
13536,23,,70,White,Police Officer,70
13548,23,,11,White,Police Officer,11
13557,23,,13,Black,Police Officer,13
13568,23,,10,Black,Police Officer,10
13600,23,,13,Black,Police Officer,13
13604,23,,87,White,Sergeant,87
13623,23,Black,2,Black,Police Officer,2
13623,23,Hispanic,4,Black,Police Officer,4
13623,23,,84,Black,Police Officer,84
13627,23,Hispanic,1,Black,Sergeant,1
13627,23,,8,Black,Sergeant,8
13676,23,,30,Black,Police Officer,30
13713,23,,3,Black,Police Officer,3
13726,23,,24,Black,Police Officer,24
13732,23,Black,7,Black,Police Officer,7
13732,23,Hispanic,2,Black,Police Officer,2
13732,23,White,2,Black,Police Officer,2
13732,23,,36,Black,Police Officer,36
13735,23,,3,Black,Sergeant,3
13759,23,Black,1,Black,Police Officer,1
13759,23,,5,Black,Police Officer,5
13777,23,,81,Black,Sergeant,82
13847,23,,14,Black,Police Officer,14
13857,23,,6,Black,Police Officer,6
13875,23,,2,White,Police Officer,2
13922,23,,64,Asian/Pacific,Police Officer,64
13951,23,,10,White,Police Officer,10
14006,23,,26,White,Detective,26
14015,23,,6,White,Police Officer,6
14145,23,,25,White,Sergeant,25
14202,23,,15,White,Police Officer,15
14218,23,Black,4,White,Detective,4
14218,23,,76,White,Detective,76
14299,23,,21,White,Police Officer,21
14362,23,,35,White,Detective,35
14495,23,Black,2,White,Police Officer,2
14495,23,,6,White,Police Officer,6
14529,23,,10,White,Sergeant,10
14562,23,,21,White,Police Officer,21
14631,23,,1,Black,Police Officer,1
14631,23,Black,1,Black,Police Officer,1
14631,23,,3,Black,Police Officer,3
14662,23,Black,1,White,Police Officer,1
14662,23,,25,White,Police Officer,25
14675,23,,20,Black,Police Officer,20
14696,23,,95,White,Sergeant,95
14711,23,,5,White,Police Officer,5
14780,23,,47,White,Police Officer,47
14845,23,,15,White,Detective,15
14869,23,,17,White,Police Officer,17
14876,23,,11,Black,Police Officer,11
14889,23,,2,White,Police Officer,2
14932,23,,14,White,Police Officer,14
14956,23,,2,White,Detective,2
14956,23,White,2,White,Detective,2
14956,23,,10,White,Detective,10
14967,23,,1,White,Police Officer,1
14976,23,,1,White,Police Officer,1
15014,23,,73,White,Police Officer,73
15044,23,,2,White,Police Officer,2
15060,23,,22,White,Police Officer,22
15105,23,,13,White,Police Officer,13
15130,23,,23,White,Police Officer,23
15228,23,,133,White,Police Officer,133
15284,23,,5,White,Police Officer,5
15298,23,Black,4,Asian/Pacific,Sergeant,4
15298,23,,7,Asian/Pacific,Sergeant,7
15315,23,,20,White,Police Officer,20
15350,23,,1,White,Detective,1
15351,23,,11,White,Sergeant,11
15369,23,,62,White,Police Officer,62
15376,23,,2,White,Field Training Officer,2
15376,23,Black,3,White,Field Training Officer,3
15376,23,,10,White,Field Training Officer,10
15401,23,,6,White,Police Officer,6
15435,23,,41,White,Police Officer,41
15482,23,,15,White,Police Officer,15
15529,23,Black,6,Black,Sergeant,6
15529,23,,29,Black,Sergeant,29
15538,23,,13,White,Police Officer,13
15550,23,,2,White,Police Officer,2
15550,23,Black,2,White,Police Officer,2
15550,23,,11,White,Police Officer,11
15770,23,,23,White,Police Officer,23
15780,23,,16,Asian/Pacific,Sergeant,16
15950,23,,8,Asian/Pacific,Police Officer,8
16068,23,,10,Black,Detective,10
16116,23,,16,White,Detective,16
16158,23,,39,White,Police Officer,39
16167,23,Hispanic,1,Black,Police Officer,1
16167,23,,27,Black,Police Officer,27
16172,23,,4,Black,Sergeant,4
16317,23,,44,White,Police Officer,45
16391,23,,23,Black,Police Officer,23
16392,23,,11,Black,Police Officer,11
16399,23,Black,2,White,Lieutenant,2
16399,23,,3,White,Lieutenant,3
16488,23,,3,White,Police Officer,3
16617,23,,56,White,Commander,56
16677,23,,2,White,Police Officer,2
16722,23,,3,White,Police Officer,3
16753,23,,10,White,Detective,10
16770,23,,14,White,Detective,14
16864,23,,29,White,Lieutenant,29
16876,23,,16,Black,Police Officer,16
16903,23,,25,White,Detective,25
16904,23,,23,White,Detective,23
16910,23,,5,Black,Police Officer,5
