id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
5019,38,,9,White,Detective,9
5163,38,,2,White,Sergeant,2
5340,38,Black,2,Black,Police Officer,2
5340,38,,14,Black,Police Officer,14
5611,38,,2,White,Police Officer,2
5611,38,,1,White,Police Officer,1
5787,38,,2,Black,Police Officer,2
5927,38,Black,4,Black,Police Officer,4
5927,38,,36,Black,Police Officer,36
6081,38,,1,White,Police Officer,1
6298,38,,1,Black,Police Officer,1
6471,38,Black,3,White,Sergeant,3
6471,38,Hispanic,4,White,Sergeant,4
6471,38,White,2,White,Sergeant,2
6471,38,,19,White,Sergeant,19
6491,38,Black,2,White,Police Officer,2
6518,38,Black,1,Black,Police Officer,1
6518,38,,39,Black,Police Officer,39
6627,38,,3,White,Sergeant,3
6945,38,,2,White,Detective,2
7269,38,,2,White,Police Officer,2
7298,38,,2,White,Police Officer,2
7310,38,Black,4,White,Sergeant,4
7310,38,,28,White,Sergeant,28
7563,38,,22,White,Sergeant,22
7687,38,,2,White,Police Officer,2
7706,38,,12,White,Lieutenant,12
7743,38,,8,White,Lieutenant,8
7750,38,Black,7,White,Sergeant,7
7750,38,Hispanic,2,White,Sergeant,2
7750,38,,14,White,Sergeant,14
7923,38,Hispanic,2,White,Commander,2
7923,38,,6,White,Commander,6
7934,38,Black,2,White,Police Officer,2
7934,38,,5,White,Police Officer,5
7986,38,,6,White,Deputy Chief,6
8488,38,Black,2,Hispanic,Detective,2
8488,38,Hispanic,2,Hispanic,Detective,2
8488,38,,51,Hispanic,Detective,51
8547,38,,2,White,Police Officer,2
8553,38,,1,White,Lieutenant,1
8843,38,,9,White,Lieutenant,9
8878,38,Black,2,White,Sergeant,2
8878,38,,24,White,Sergeant,24
9285,38,,2,White,Police Officer,2
9285,38,,26,White,Police Officer,26
9944,38,,30,White,Sergeant,30
10112,38,,3,White,Police Officer,3
10207,38,,5,White,Detective,5
10287,38,Black,6,Hispanic,Police Officer,6
10287,38,,17,Hispanic,Police Officer,17
10486,38,Black,1,White,Sergeant,1
10486,38,,9,White,Sergeant,9
10770,38,Black,2,White,Detective,2
10770,38,,10,White,Detective,10
10772,38,Black,4,White,Detective,4
10772,38,White,2,White,Detective,2
10772,38,,10,White,Detective,10
10792,38,Black,1,Black,Police Officer,1
10792,38,Hispanic,4,Black,Police Officer,4
10792,38,,31,Black,Police Officer,31
11040,38,,8,Black,Police Officer,8
11148,38,,13,White,Detective,13
11173,38,,2,Black,Sergeant,2
11248,38,,8,White,Detective,8
11271,38,Hispanic,2,White,Lieutenant,2
11271,38,,4,White,Lieutenant,4
11329,38,,27,White,Sergeant,27
11729,38,,2,White,Sergeant,2
11850,38,,2,White,Police Officer,2
11917,38,,24,Black,Police Officer,24
11944,38,Black,2,White,Detective,2
11944,38,,7,White,Detective,7
11982,38,,3,White,Lieutenant,3
12112,38,Black,2,White,Detective,2
12112,38,Hispanic,2,White,Detective,2
12112,38,,9,White,Detective,9
12493,38,,2,White,Sergeant,2
12493,38,White,2,White,Sergeant,2
12493,38,,9,White,Sergeant,9
12504,38,,5,Black,Sergeant,5
12649,38,,2,White,Detective,2
12716,38,,25,White,Police Officer,25
12760,38,Black,3,White,Captain,3
12760,38,,9,White,Captain,9
13159,38,Black,4,White,Sergeant,4
13159,38,,2,White,Sergeant,2
13230,38,,4,Black,Police Officer,4
13239,38,,1,White,Police Officer,1
13246,38,Black,5,White,Police Officer,5
13246,38,,20,White,Police Officer,20
13292,38,,5,White,Police Officer,5
13542,38,,5,White,Police Officer,5
13787,38,,11,Black,Police Officer,11
14094,38,Black,6,White,Police Officer,6
14094,38,White,1,White,Police Officer,1
14094,38,,25,White,Police Officer,25
14350,38,,4,White,Police Officer,4
14860,38,,17,White,Sergeant,17
14915,38,,18,White,Sergeant,18
14918,38,,4,White,Sergeant,4
14966,38,Black,2,White,Captain,2
14966,38,,4,White,Captain,4
15256,38,,2,White,Police Officer,2
15256,38,White,2,White,Police Officer,2
15256,38,,2,White,Police Officer,2
15749,38,Black,2,White,Detective,2
15749,38,,12,White,Detective,12
15914,38,Black,2,Black,Police Officer,2
15914,38,,10,Black,Police Officer,10
16429,38,,8,White,Sergeant,8
16586,38,,10,White,Lieutenant,10
16868,38,Black,2,White,Detective,2
16914,38,Black,3,White,Detective,3
16914,38,,14,White,Detective,14
17113,38,Black,1,White,Police Officer,1
17113,38,,4,White,Police Officer,4
17173,38,Black,1,White,Detective,1
17173,38,,11,White,Detective,11
17352,38,Black,1,White,Captain,1
17352,38,,2,White,Captain,2
17891,38,,2,Black,Police Officer,2
17969,38,Black,2,White,Police Officer,2
17969,38,,8,White,Police Officer,8
18035,38,,8,White,Chief,8
18124,38,,8,White,Sergeant,8
18160,38,Black,2,White,Police Officer,2
18160,38,Hispanic,2,White,Police Officer,2
18160,38,,7,White,Police Officer,7
18216,38,White,2,White,Police Officer,2
18216,38,,14,White,Police Officer,14
18401,38,,2,White,Police Officer,2
18413,38,,14,White,Captain,14
18416,38,,2,White,Police Officer,2
18485,38,,1,White,Sergeant,1
18881,38,,6,Black,Captain,6
18969,38,,1,White,Police Officer,1
18993,38,,11,White,Police Officer,11
18995,38,Black,1,White,Police Officer,1
19096,38,,8,White,Police Officer,8
19170,38,Black,2,Black,Police Officer,2
19170,38,,27,Black,Police Officer,27
19181,38,,9,White,Police Officer,9
19631,38,,6,White,Police Officer,6
19757,38,,2,Black,Sergeant,2
19757,38,White,3,Black,Sergeant,3
20403,38,,2,White,Detective,2
20457,38,,1,White,Sergeant,1
20457,38,White,2,White,Sergeant,2
20457,38,,8,White,Sergeant,8
20665,38,,6,White,Sergeant,6
21123,38,Black,1,White,Lieutenant,1
21123,38,White,2,White,Lieutenant,2
21123,38,,9,White,Lieutenant,9
21390,38,Hispanic,2,White,Police Officer,2
21390,38,,4,White,Police Officer,4
21558,38,,13,White,Police Officer,13
21694,38,,2,Black,Police Officer,2
21705,38,,12,White,Police Officer,12
21821,38,Black,3,White,Police Officer,3
21821,38,,9,White,Police Officer,9
22602,38,,15,White,Police Officer,15
22779,38,,4,Black,Police Officer,4
22847,38,Black,3,Black,Police Officer,3
22847,38,,16,Black,Police Officer,16
22853,38,,2,Black,Lieutenant,2
22853,38,Black,2,Black,Lieutenant,2
22853,38,,2,Black,Lieutenant,2
22945,38,,9,White,Police Officer,9
23012,38,,11,Hispanic,Assistant Deputy Superintendent,11
23410,38,,20,Hispanic,Sergeant,20
23678,38,,2,White,Sergeant,2
23963,38,Black,2,White,Detective,2
23963,38,,10,White,Detective,10
23971,38,,2,White,Police Officer,2
23993,38,Black,2,White,Police Officer,2
23993,38,,4,White,Police Officer,4
24041,38,,4,White,Deputy Chief,4
24064,38,,11,Hispanic,Police Officer,11
24272,38,,12,Black,Police Officer,12
24312,38,Black,1,Hispanic,Police Officer,1
24312,38,White,3,Hispanic,Police Officer,3
24312,38,,5,Hispanic,Police Officer,5
24363,38,,8,Hispanic,Superintendent Of Police,8
24533,38,Black,1,Black,Police Officer,1
24533,38,White,1,Black,Police Officer,1
24533,38,,10,Black,Police Officer,10
24580,38,Black,2,White,Police Officer,2
24580,38,,6,White,Police Officer,6
24727,38,,6,Black,Captain,6
24749,38,,2,White,Police Officer,2
24858,38,,2,White,Deputy Superintendent,2
25504,38,Black,4,White,Police Officer,4
25504,38,,10,White,Police Officer,10
25693,38,,3,White,Detective,3
25720,38,,13,White,Detective,13
25725,38,,8,White,Lieutenant,8
25728,38,,21,White,Detective,22
25757,38,Hispanic,2,White,Lieutenant,2
25757,38,White,1,White,Lieutenant,1
25757,38,,10,White,Lieutenant,10
25803,38,,3,White,Police Officer,3
26023,38,,3,White,Police Officer,3
26229,38,,10,White,Sergeant,10
26299,38,,1,White,Police Officer,1
26376,38,Black,4,Black,Police Officer,4
26376,38,,18,Black,Police Officer,18
26521,38,,2,White,Police Officer,2
26521,38,,34,White,Police Officer,34
26528,38,,6,White,Detective,6
26898,38,,4,White,Police Officer,4
26936,38,,6,White,Sergeant,6
26960,38,Black,2,Black,Police Officer,2
26960,38,,17,Black,Police Officer,17
26971,38,,9,White,Lieutenant,9
27008,38,Black,2,White,Police Officer,2
27008,38,,6,White,Police Officer,6
27125,38,,2,White,Lieutenant,2
27125,38,,4,White,Lieutenant,4
27186,38,,21,White,Police Officer,21
27310,38,Hispanic,2,White,Police Officer,2
27310,38,,18,White,Police Officer,18
27477,38,,3,Black,Police Officer,3
27495,38,,3,White,Chief,3
27554,38,,10,White,Sergeant,10
27633,38,Black,1,Black,Police Officer,1
27633,38,Hispanic,2,Black,Police Officer,2
27633,38,,12,Black,Police Officer,12
27645,38,,2,White,Sergeant,2
28008,38,Black,2,White,Police Officer,2
28008,38,,8,White,Police Officer,8
28492,38,,3,Black,Sergeant,3
28680,38,,14,White,Detective,14
28801,38,Black,2,White,Police Officer,2
28801,38,,7,White,Police Officer,7
29190,38,Black,2,White,Detective,2
29190,38,,6,White,Detective,6
29697,38,,2,White,Sergeant,2
29697,38,Black,5,White,Sergeant,5
29697,38,,61,White,Sergeant,61
30355,38,,3,White,Police Officer,3
30389,38,,53,White,Police Officer,53
30438,38,,2,White,Captain,2
30478,38,Black,1,Black,Lieutenant,1
30478,38,,11,Black,Lieutenant,11
30605,38,,4,White,Detective,4
31154,38,Hispanic,1,White,Sergeant,1
31154,38,,42,White,Sergeant,42
31734,38,Black,2,White,Police Officer,2
31734,38,,2,White,Police Officer,2
239,37,Black,4,White,Detective,4
239,37,,10,White,Detective,10
362,37,Black,2,White,Police Officer,2
362,37,White,1,White,Police Officer,1
362,37,,13,White,Police Officer,13
417,37,Black,8,White,Police Officer,8
417,37,White,2,White,Police Officer,2
417,37,,28,White,Police Officer,28
691,37,,6,White,Detective,6
828,37,Black,1,Hispanic,Police Officer,1
828,37,,12,Hispanic,Police Officer,12
1080,37,Black,4,White,Detective,4
1080,37,,5,White,Detective,5
1099,37,,2,White,Police Officer,2
1112,37,,19,White,Detective,19
1247,37,Black,2,White,Police Officer,2
1247,37,,15,White,Police Officer,15
1461,37,Black,1,White,Police Officer,1
1461,37,,9,White,Police Officer,9
1477,37,,16,White,Police Officer,16
1483,37,Black,6,White,Police Officer,6
1483,37,Hispanic,2,White,Police Officer,2
1483,37,White,1,White,Police Officer,1
1483,37,,29,White,Police Officer,29
1670,37,,1,White,Lieutenant,1
1796,37,,9,White,Police Officer,9
1876,37,,2,White,Lieutenant,2
1969,37,Black,1,White,Police Officer,1
1969,37,,1,White,Police Officer,1
2041,37,,8,White,Captain,8
2103,37,,16,White,Police Officer,16
2139,37,Black,2,Hispanic,Police Officer,2
2139,37,,31,Hispanic,Police Officer,31
2356,37,Black,1,White,Police Officer,1
2356,37,Hispanic,3,White,Police Officer,3
2356,37,,150,White,Police Officer,150
2410,37,Hispanic,4,White,Lieutenant,4
2410,37,White,2,White,Lieutenant,2
2410,37,,2,White,Lieutenant,2
2479,37,,1,White,Police Officer,1
2594,37,,2,Black,Police Officer,2
2800,37,,8,Hispanic,Detective,8
2859,37,Black,2,White,Lieutenant,2
2859,37,,18,White,Lieutenant,18
3072,37,,9,White,Police Officer,9
3231,37,,7,White,Detective,7
3345,37,Black,2,White,Sergeant,2
3345,37,,23,White,Sergeant,23
3446,37,,3,White,Police Officer,3
3452,37,Black,4,White,Detective,4
3452,37,,2,White,Detective,2
3461,37,Black,3,White,Police Officer,3
3461,37,,5,White,Police Officer,5
3471,37,Black,2,White,Commander,2
3471,37,,19,White,Commander,19
4371,37,,1,White,,1
4847,37,Black,3,White,Superintendent Of Police,3
4847,37,,4,White,Superintendent Of Police,4
5200,37,,3,White,Captain,3
5303,37,Black,2,White,Police Officer,2
5303,37,,2,White,Police Officer,2
5359,37,Black,1,White,Captain,1
5404,37,,29,Black,Lieutenant,29
5482,37,Black,4,White,Police Officer,4
5482,37,,11,White,Police Officer,11
5488,37,,2,White,Sergeant,2
5704,37,,6,White,Detective,6
5974,37,,1,White,Lieutenant,1
6138,37,,17,White,Lieutenant,17
6202,37,,1,White,Detective,1
6466,37,Black,3,White,Police Officer,3
6495,37,,11,White,Lieutenant,11
6514,37,Hispanic,2,White,Police Officer,2
6514,37,White,1,White,Police Officer,1
6514,37,,36,White,Police Officer,36
6537,37,,5,White,Detective,5
6635,37,,1,White,Police Officer,1
6635,37,,3,White,Police Officer,3
6709,37,Black,2,White,Detective,2
6709,37,,10,White,Detective,10
6729,37,,3,Hispanic,Captain,3
6767,37,,2,White,Sergeant,2
6837,37,,5,Hispanic,Police Officer,5
7075,37,Black,3,White,Police Officer,3
7075,37,,3,White,Police Officer,3
7335,37,,2,White,Police Officer,2
7353,37,,1,White,Police Officer,1
7471,37,Black,7,White,Commander,7
7471,37,Hispanic,1,White,Commander,1
7471,37,White,2,White,Commander,2
7471,37,,47,White,Commander,47
7596,37,,9,White,Police Officer,9
7634,37,Black,1,White,Detective,1
7634,37,Hispanic,1,White,Detective,1
7634,37,,8,White,Detective,9
7703,37,Hispanic,2,White,Lieutenant,2
7703,37,White,2,White,Lieutenant,2
7703,37,,81,White,Lieutenant,81
8126,37,Black,1,White,Commander,1
8264,37,,13,White,Detective,13
8324,37,,4,White,Sergeant,4
8456,37,,5,White,Police Officer,5
8928,37,Black,1,Black,Commander,1
8928,37,,4,Black,Commander,4
9020,37,,2,Black,Sergeant,2
9020,37,Black,2,Black,Sergeant,2
9020,37,White,2,Black,Sergeant,2
9020,37,,12,Black,Sergeant,12
9047,37,Black,2,White,,2
9065,37,Black,2,White,Deputy Chief,2
9065,37,,6,White,Deputy Chief,6
9104,37,,6,White,Police Officer,6
9125,37,,2,White,Police Officer,2
9257,37,Black,2,White,Police Officer,2
9257,37,White,1,White,Police Officer,1
9257,37,,4,White,Police Officer,4
9305,37,,2,Black,Detective,2
9305,37,Hispanic,1,Black,Detective,1
9338,37,,2,White,Police Officer,2
9375,37,,8,White,Police Officer,8
10044,37,,11,White,Police Officer,11
10166,37,Black,7,Hispanic,Police Officer,7
10166,37,,93,Hispanic,Police Officer,93
10526,37,Black,5,White,Detective,5
10526,37,Hispanic,1,White,Detective,1
10526,37,,21,White,Detective,21
10528,37,Black,17,White,Detective,17
10528,37,,72,White,Detective,72
10597,37,White,2,Black,Lieutenant,2
10597,37,,4,Black,Lieutenant,4
10638,37,,6,White,Police Officer,6
10647,37,,1,White,Detective,1
10647,37,Black,2,White,Detective,2
10647,37,,8,White,Detective,8
10681,37,,4,White,Sergeant,4
10802,37,Black,2,White,Captain,2
10802,37,,13,White,Captain,13
10899,37,,2,White,Commander,2
10965,37,Black,4,Hispanic,Lieutenant,4
10965,37,,30,Hispanic,Lieutenant,30
10966,37,Black,4,White,Lieutenant,4
10966,37,Hispanic,2,White,Lieutenant,2
10966,37,White,1,White,Lieutenant,1
10966,37,,33,White,Lieutenant,33
11045,37,,6,Hispanic,Police Officer,6
11231,37,Black,2,White,Detective,2
11231,37,,12,White,Detective,12
11297,37,Asian/Pacific Islander,1,Black,Detective,1
11297,37,Black,3,Black,Detective,3
11297,37,Hispanic,2,Black,Detective,2
11297,37,,12,Black,Detective,12
11543,37,Black,6,White,Sergeant,6
11543,37,Hispanic,3,White,Sergeant,3
11543,37,,17,White,Sergeant,17
11933,37,,7,White,Police Officer,7
12128,37,,6,White,Police Officer,6
12192,37,,7,Black,Police Officer,7
12224,37,Black,2,White,Sergeant,2
12224,37,White,2,White,Sergeant,2
12224,37,,11,White,Sergeant,11
12502,37,,1,Black,Sergeant,1
12747,37,,2,White,Sergeant,2
12858,37,Black,3,White,Lieutenant,3
12858,37,White,3,White,Lieutenant,3
12858,37,,4,White,Lieutenant,4
12939,37,,4,White,Police Officer,4
13101,37,,15,Black,Sergeant,15
13167,37,,1,White,Sergeant,1
13179,37,,43,White,Detective,43
13208,37,Black,2,White,Detective,2
13208,37,,13,White,Detective,13
13294,37,White,2,White,Police Officer,2
13294,37,,1,White,Police Officer,1
13464,37,Black,2,Black,Detective,2
13464,37,,2,Black,Detective,2
13532,37,,3,White,Police Officer,3
13556,37,White,6,White,Sergeant,6
13556,37,,35,White,Sergeant,35
13696,37,Black,2,White,Police Officer,2
13696,37,,6,White,Police Officer,6
13750,37,,2,Black,Police Officer,2
13750,37,Black,2,Black,Police Officer,2
13750,37,White,1,Black,Police Officer,1
13750,37,,23,Black,Police Officer,23
13936,37,Black,2,White,Police Officer,2
14203,37,,6,White,Police Officer,6
14236,37,,9,White,Sergeant,9
14295,37,,2,White,Police Officer,2
14451,37,,4,White,Police Officer,4
14524,37,,12,White,Lieutenant,12
14808,37,,8,White,Commander,8
14823,37,,6,White,Police Officer,6
14941,37,,6,White,Police Officer,6
14988,37,Black,4,White,Captain,4
14988,37,White,2,White,Captain,2
14988,37,,8,White,Captain,8
15054,37,White,2,White,Detective,2
15054,37,,6,White,Detective,6
15073,37,,4,White,Detective,4
15084,37,,2,White,Police Officer,2
15114,37,,1,White,Police Officer,1
15330,37,Black,2,White,Sergeant,2
15330,37,,20,White,Sergeant,21
15392,37,,11,White,Field Training Officer,11
15412,37,Black,1,White,Police Officer,1
15412,37,Hispanic,1,White,Police Officer,1
15412,37,,2,White,Police Officer,2
15464,37,,3,White,Police Officer,3
15464,37,Black,7,White,Police Officer,7
15464,37,White,5,White,Police Officer,5
15464,37,,47,White,Police Officer,47
15474,37,Black,2,White,Sergeant,2
15474,37,,4,White,Sergeant,4
15536,37,,4,White,Police Officer,4
15540,37,Black,2,White,Police Officer,2
15564,37,,0,White,Detective,1
15588,37,,6,White,Police Officer,6
15701,37,Black,2,White,Police Officer,2
15701,37,,8,White,Police Officer,8
15752,37,,1,White,Police Officer,1
15773,37,,14,Asian/Pacific,Police Officer,14
15863,37,Black,3,White,Sergeant,3
15863,37,,23,White,Sergeant,23
16084,37,Black,2,White,Police Officer,2
16157,37,,4,White,Lieutenant,4
16419,37,Black,4,White,Lieutenant,4
16419,37,,11,White,Lieutenant,11
16496,37,,4,Hispanic,Lieutenant,4
16621,37,,22,White,Detective,22
16731,37,Black,6,White,Police Officer,6
16731,37,Hispanic,2,White,Police Officer,2
16731,37,,74,White,Police Officer,74
16921,37,,9,White,Sergeant,9
16981,37,,2,White,Lieutenant,2
17091,37,Black,3,White,Police Officer,3
17091,37,,31,White,Police Officer,31
17115,37,,1,White,Captain,1
17149,37,,7,White,Lieutenant,7
17449,37,,2,White,Police Officer,2
17468,37,Hispanic,2,Black,,2
17468,37,,1,Black,,1
17469,37,Black,2,White,Police Officer,2
17482,37,Black,4,White,Captain,4
17482,37,,4,White,Captain,4
17651,37,,2,White,Police Officer,2
17762,37,,10,White,Police Officer,10
17906,37,,2,White,Sergeant,2
17907,37,,12,White,Sergeant,12
17942,37,Black,2,White,Police Officer,2
17942,37,,1,White,Police Officer,1
18217,37,,16,White,Detective,16
18220,37,,8,White,Lieutenant,8
18269,37,White,1,White,Detective,1
18269,37,,6,White,Detective,6
18412,37,Black,2,White,Captain,2
18412,37,,37,White,Captain,37
18439,37,Hispanic,2,White,Detective,2
18439,37,,4,White,Detective,4
18473,37,Black,2,White,Sergeant,2
18473,37,,35,White,Sergeant,35
19013,37,,7,White,Police Officer,7
19189,37,,6,White,Sergeant,6
19192,37,Black,3,White,Police Officer,3
19192,37,Hispanic,1,White,Police Officer,1
19192,37,,27,White,Police Officer,27
19240,37,Black,2,White,Sergeant,2
19246,37,Black,2,White,Police Officer,2
19246,37,,2,White,Police Officer,2
19391,37,,2,White,Police Officer,2
19447,37,,7,Black,Police Officer,7
19667,37,Black,3,White,Sergeant,3
19667,37,,12,White,Sergeant,12
